1.290651 1.949758 1.030106 1.164977 0.982129 1.072287 1.034893 1.150998 0.793104 0.753727 0.822962 1.150402 1.185585 0.953761 0.897223 
0.946780 0.951331 0.994632 1.069424 0.917075 1.093420 0.939547 0.900072 1.266485 1.047903 0.941534 0.876914 0.991247 1.176735 1.050631 
0.995287 1.189563 0.830964 1.111186 1.002906 0.655382 1.213739 0.841921 1.145285 1.050607 0.844574 1.229409 1.047013 1.129434 0.822985 
0.950368 0.922111 0.882286 1.040807 1.018483 1.288854 0.911031 1.075151 0.996740 1.150465 1.064403 0.706875 0.793771 1.225048 1.304786 
1.024956 0.927414 1.114975 0.924153 0.944479 0.963314 1.222394 0.691143 0.780801 0.841438 1.104030 0.870520 0.923820 0.788729 1.579961 
0.809064 0.561550 0.898105 1.113164 1.376756 1.118835 1.281240 0.893756 0.904443 0.711406 0.892698 0.902741 1.266036 0.902855 1.172468 
0.838078 0.784018 1.180086 1.023796 0.924171 1.120364 1.356826 1.160906 0.827217 0.811645 0.742214 0.654132 1.158646 1.267123 1.061859 
0.998822 0.936978 0.892630 0.827766 1.469514 0.962072 0.942810 1.236513 0.897532 1.181336 0.810593 0.739997 1.081186 0.888175 0.799317 
1.252116 0.872621 0.970501 0.933060 1.019136 0.785267 0.914696 0.987338 1.013502 0.993102 1.554793 0.999120 0.621908 0.724929 1.096316 
0.952123 0.914466 1.090698 1.078264 0.947383 1.172238 1.291943 0.997865 0.887829 1.180980 0.754039 1.058740 0.942966 1.484088 0.783624 
0.990065 1.511210 1.029763 0.897352 0.900569 0.980717 1.209962 1.230116 1.316589 1.143296 1.348633 0.999309 1.168797 1.016348 1.208054 
1.226039 0.763783 0.764486 0.964619 1.212420 1.102754 0.976416 1.287445 0.788315 0.994537 1.150789 1.181941 1.069514 0.807996 1.096421 
0.744540 0.887608 1.153696 0.812945 1.527459 0.939453 1.179543 1.068516 0.947134 0.846871 0.969605 1.081521 1.519044 1.065726 1.125179 
1.057351 0.844233 1.348367 0.846496 1.000666 0.697465 1.202705 1.077175 1.087590 1.153267 0.765362 1.118205 0.910288 0.839974 0.957185 
1.071000 0.708876 0.977416 0.968570 1.022839 0.883347 0.878628 1.109842 1.570580 1.212500 0.849427 1.234710 0.738895 0.947831 0.865400 
0.999493 1.027694 1.209544 0.914639 1.074912 0.789012 0.901327 0.966318 0.883226 0.880222 0.823568 0.857179 0.970571 0.796585 1.106766 
0.834526 1.200909 1.504436 0.835944 1.688832 0.775339 1.643560 1.040348 0.913534 1.367439 0.999548 0.835991 1.190002 1.236216 0.888783 
0.927086 1.100369 1.160018 0.998449 1.129104 0.852813 1.063287 1.099331 1.314050 0.730236 1.455028 1.070299 1.053110 1.265807 0.759313 
