0.823891 0.873691 1.049575 0.922611 1.192042 0.865721 1.082081 0.871205 0.822203 0.987356 1.132936 0.822871 0.827184 0.965713 1.040753 0.795416 
0.833722 1.202886 0.745971 0.869938 0.942207 0.837122 0.865320 1.103480 0.921810 0.911077 1.121150 1.217213 1.094880 1.253830 1.108403 1.106009 
0.918108 0.702331 1.017799 0.727624 1.180002 1.502863 0.997168 0.770658 0.759743 1.206916 0.750337 1.151980 0.916440 1.060513 0.629272 0.943143 
0.980655 0.800402 1.337993 0.760682 1.560614 1.104420 0.728202 0.881293 0.709810 1.138681 0.916921 1.168483 1.375781 1.237163 0.977356 1.113007 
0.954140 1.161751 0.780758 1.132413 0.805382 0.918421 1.024228 0.643420 0.827492 1.300822 0.796360 0.828993 1.021789 0.829354 0.923219 0.698455 
1.515572 0.832387 1.350358 1.000921 0.749654 1.170147 0.858485 0.904725 1.237178 0.658132 1.090167 1.587210 0.922213 0.988245 0.918398 1.001333 
0.976260 0.819782 0.744592 1.268164 0.754748 0.867302 1.148815 1.402729 1.659846 0.980661 0.828367 1.209977 1.070045 0.944497 1.033562 1.128450 
1.244874 0.838928 1.039366 0.851041 0.991264 0.874547 0.718550 0.840986 1.103862 1.111783 1.364968 1.151883 1.081997 0.978920 1.095771 0.933240 
1.004704 1.245557 1.061168 0.946554 0.948027 0.769442 0.813403 1.126434 0.918663 0.793009 0.845451 0.979373 1.163132 1.169842 0.952290 0.959179 
1.073830 0.930421 1.155893 1.071841 0.801838 0.885963 1.459146 1.379432 1.341987 1.303235 0.942819 1.119592 0.954366 0.843969 1.063477 0.755109 
1.251689 1.390821 0.956749 0.858938 1.033512 1.210472 1.005568 1.015035 0.904135 0.963888 1.017122 0.812046 1.063522 0.892997 1.436022 0.876945 
0.940297 1.009616 0.923386 1.007655 1.257457 1.074277 0.927143 0.877351 0.881412 0.615828 0.771371 0.729246 0.854580 0.990030 1.033756 1.136949 
0.718514 0.922282 1.058544 0.803639 0.972527 1.034499 0.850137 1.301716 0.825049 1.180586 0.774356 0.928937 0.941738 1.214621 1.430900 0.831582 
1.049385 1.255955 1.444010 0.939943 0.798125 1.379230 0.908785 0.765851 0.860486 1.324995 1.426755 1.086421 0.845623 1.450623 1.220267 1.336213 
1.076870 1.059290 0.749622 0.998362 0.842813 1.822790 0.620128 0.945909 1.005512 0.935772 1.062296 1.239766 1.693692 1.065130 1.126562 0.739543 
0.820503 0.778692 1.258339 1.343745 0.931395 1.435568 0.918236 0.868820 0.760699 0.912670 0.970276 0.842244 1.101877 1.084363 1.300514 1.307554 
1.237345 0.719781 1.539338 0.940917 0.963016 1.247403 1.160927 1.020674 0.865046 1.384455 0.774646 0.911098 0.974808 0.719921 0.874838 0.834447 
1.084943 1.336562 0.936615 0.975934 1.036933 0.783749 1.278163 1.027337 0.824657 0.938294 0.773616 0.670082 1.005885 0.903142 0.968003 0.687937 
1.121706 1.073974 1.470187 0.891287 0.874124 0.964447 0.905118 1.034860 0.974079 1.110989 1.005302 1.563702 1.119175 0.856935 0.927126 0.752683 
1.016673 0.982556 1.021717 1.215492 1.386876 1.135363 0.986556 0.981416 1.292746 0.945873 0.913800 1.051696 1.248860 1.117651 1.179541 1.171864 
1.133743 1.028833 0.933574 0.787911 1.192932 1.535082 1.042428 0.916905 1.092341 0.903431 1.067818 1.516483 0.847499 1.422011 0.526735 1.090991 
1.114351 0.621295 0.960721 1.342194 0.751719 1.441976 0.804073 0.922261 0.981925 0.977142 1.393813 1.100696 1.144998 1.319740 1.093334 1.180980 
0.825080 0.882510 0.848274 1.308875 1.011459 1.046001 1.391547 1.014752 0.960526 1.220725 1.160249 0.685734 1.051401 1.152530 0.896125 0.727572 
1.151271 1.488811 0.756900 1.315461 1.310128 1.435471 1.067811 0.711369 1.095855 1.113075 1.077804 1.028635 1.290166 0.965396 1.004612 0.873659 
0.904800 1.157561 1.122568 0.849640 0.778324 1.039401 0.745687 1.405207 1.201406 1.036838 1.430769 0.857211 1.204028 1.455934 0.997341 0.710757 
1.186607 1.073388 1.155557 0.704584 1.055415 0.861478 1.055007 0.995830 1.023636 0.934373 1.216901 1.048862 1.222100 1.402977 0.863394 1.077782 
1.274421 1.226318 1.185297 1.613960 0.895085 0.978683 0.602837 1.336715 1.341091 0.760001 1.199402 0.927646 0.947595 0.965894 1.344735 1.089510 
1.432715 0.836731 1.414917 0.942527 0.958011 1.215330 0.983254 0.858859 1.113903 0.962991 0.919905 0.946643 1.282403 1.015031 1.053226 0.748879 
0.860061 1.160059 1.104790 1.010016 0.853952 0.950030 0.898214 1.101384 0.932525 1.133490 0.910018 0.774928 1.007792 0.862028 0.554065 1.246304 
1.008015 1.207953 0.712601 0.803908 1.028327 1.214422 1.065540 0.951617 0.944960 0.957749 0.798650 0.704749 1.378973 1.007813 1.167302 1.016417 
